id,No,Timecode In,Timecode Out,Timecode IN(milliseconds),Timecode Out(milliseconds),Subtitle
_K5qApskPdQ.en.v,1275,00:29:04:16,00:29:12:17,"00:29:04,640","00:29:12,710",hey<00:29:04.880><c> there</c><00:29:05.039><c> i</c><00:29:05.120><c> got</c><00:29:05.279><c> him</c><00:29:05.440><c> right</c><00:29:05.600><c> there</c><00:29:10.840><c> right</c>
_K5qApskPdQ.en.v,1276,00:29:12:17,00:29:12:18,"00:29:12,710","00:29:12,720",hey there i got him right there right
_K5qApskPdQ.en.v,1277,00:29:12:18,00:29:15:00,"00:29:12,720","00:29:15,029",hey there i got him right there right there<00:29:12.960><c> we</c><00:29:13.120><c> go</c><00:29:13.919><c> good</c><00:29:14.159><c> move</c><00:29:14.480><c> good</c><00:29:14.640><c> move</c><00:29:14.880><c> all</c>
_K5qApskPdQ.en.v,1278,00:29:15:00,00:29:15:00,"00:29:15,029","00:29:15,039",there we go good move good move all
_K5qApskPdQ.en.v,1279,00:29:15:00,00:29:16:01,"00:29:15,039","00:29:16,070",there we go good move good move all around
_K5qApskPdQ.en.v,1280,00:29:16:01,00:29:16:02,"00:29:16,070","00:29:16,080",around
_K5qApskPdQ.en.v,1281,00:29:16:02,00:29:17:20,"00:29:16,080","00:29:17,830",around uh<00:29:16.320><c> let's</c><00:29:16.480><c> see</c><00:29:16.640><c> if</c><00:29:16.720><c> we</c><00:29:16.799><c> can</c><00:29:16.960><c> score</c><00:29:17.360><c> some</c><00:29:17.679><c> i'm</c>
_K5qApskPdQ.en.v,1282,00:29:17:20,00:29:17:21,"00:29:17,830","00:29:17,840",uh let's see if we can score some i'm
_K5qApskPdQ.en.v,1283,00:29:17:21,00:29:21:08,"00:29:17,840","00:29:21,350",uh let's see if we can score some i'm gonna<00:29:18.000><c> get</c><00:29:18.159><c> this</c><00:29:18.240><c> so</c><00:29:18.399><c> i</c><00:29:18.480><c> have</c><00:29:18.559><c> better</c><00:29:18.880><c> movement</c>
_K5qApskPdQ.en.v,1284,00:29:21:08,00:29:21:09,"00:29:21,350","00:29:21,360",
_K5qApskPdQ.en.v,1285,00:29:21:09,00:29:22:21,"00:29:21,360","00:29:22,870",uh<00:29:22.000><c> i</c><00:29:22.080><c> don't</c><00:29:22.240><c> know</c><00:29:22.399><c> that</c><00:29:22.480><c> it's</c><00:29:22.559><c> such</c><00:29:22.720><c> a</c><00:29:22.799><c> good</c>
_K5qApskPdQ.en.v,1286,00:29:22:21,00:29:22:22,"00:29:22,870","00:29:22,880",uh i don't know that it's such a good
_K5qApskPdQ.en.v,1287,00:29:22:22,00:29:27:16,"00:29:22,880","00:29:27,669",uh i don't know that it's such a good idea<00:29:23.120><c> to</c><00:29:23.200><c> try</c><00:29:23.360><c> to</c><00:29:24.840><c> defeat</c>
_K5qApskPdQ.en.v,1288,00:29:27:16,00:29:27:16,"00:29:27,669","00:29:27,679",idea to try to defeat
_K5qApskPdQ.en.v,1289,00:29:27:16,00:29:28:19,"00:29:27,679","00:29:28,789",idea to try to defeat there<00:29:27.840><c> you</c><00:29:28.000><c> go</c><00:29:28.080><c> there</c><00:29:28.240><c> you</c><00:29:28.320><c> go</c><00:29:28.480><c> that</c><00:29:28.640><c> was</c><00:29:28.720><c> a</c>
_K5qApskPdQ.en.v,1290,00:29:28:19,00:29:28:19,"00:29:28,789","00:29:28,799",there you go there you go that was a
_K5qApskPdQ.en.v,1291,00:29:28:19,00:29:42:22,"00:29:28,799","00:29:42,890",there you go there you go that was a good<00:29:38.840><c> move</c>
_K5qApskPdQ.en.v,1292,00:29:42:22,00:29:42:22,"00:29:42,890","00:29:42,900",
_K5qApskPdQ.en.v,1293,00:29:42:22,00:29:44:23,"00:29:42,900","00:29:44,950",[Music]
_K5qApskPdQ.en.v,1294,00:29:44:23,00:29:44:24,"00:29:44,950","00:29:44,960",[Music]
_K5qApskPdQ.en.v,1295,00:29:44:24,00:29:47:24,"00:29:44,960","00:29:47,990",[Music] i<00:29:45.120><c> need</c><00:29:45.279><c> to</c><00:29:45.440><c> score</c><00:29:46.000><c> if</c><00:29:46.159><c> i</c><00:29:46.240><c> can</c>
_K5qApskPdQ.en.v,1296,00:29:47:24,00:29:48:00,"00:29:47,990","00:29:48,000",i need to score if i can
_K5qApskPdQ.en.v,1297,00:29:48:00,00:29:52:01,"00:29:48,000","00:29:52,070",i need to score if i can i<00:29:48.240><c> think</c><00:29:48.399><c> i</c><00:29:48.480><c> can</c>
_K5qApskPdQ.en.v,1298,00:29:52:01,00:29:52:02,"00:29:52,070","00:29:52,080",
_K5qApskPdQ.en.v,1299,00:29:52:02,00:29:54:03,"00:29:52,080","00:29:54,149",yeah<00:29:52.320><c> i</c><00:29:52.480><c> couldn't</c><00:29:52.720><c> do</c><00:29:52.880><c> it</c><00:29:53.679><c> i</c><00:29:53.760><c> don't</c><00:29:53.919><c> think</c><00:29:54.080><c> i</c>
_K5qApskPdQ.en.v,1300,00:29:54:03,00:29:54:03,"00:29:54,149","00:29:54,159",yeah i couldn't do it i don't think i
_K5qApskPdQ.en.v,1301,00:29:54:03,00:29:55:08,"00:29:54,159","00:29:55,350",yeah i couldn't do it i don't think i could<00:29:54.320><c> do</c><00:29:54.480><c> it</c>
_K5qApskPdQ.en.v,1302,00:29:55:08,00:29:55:09,"00:29:55,350","00:29:55,360",could do it
_K5qApskPdQ.en.v,1303,00:29:55:09,00:29:59:02,"00:29:55,360","00:29:59,110",could do it but<00:29:55.600><c> uh</c><00:29:56.159><c> oh</c><00:29:56.880><c> we</c><00:29:57.200><c> barely</c><00:29:57.919><c> won</c><00:29:58.240><c> that</c>
_K5qApskPdQ.en.v,1304,00:29:59:02,00:29:59:03,"00:29:59,110","00:29:59,120",but uh oh we barely won that
_K5qApskPdQ.en.v,1305,00:29:59:03,00:30:05:06,"00:29:59,120","00:30:05,269",but uh oh we barely won that i<00:29:59.279><c> should</c><00:29:59.440><c> have</c><00:29:59.600><c> scored</c><00:30:01.600><c> so</c><00:30:02.000><c> that</c><00:30:02.159><c> was</c><00:30:02.399><c> fun</c>
_K5qApskPdQ.en.v,1306,00:30:05:06,00:30:05:06,"00:30:05,269","00:30:05,279",
_K5qApskPdQ.en.v,1307,00:30:05:06,00:30:06:11,"00:30:05,279","00:30:06,470",i<00:30:05.440><c> don't</c><00:30:05.520><c> know</c><00:30:05.600><c> what</c><00:30:05.760><c> to</c><00:30:05.840><c> make</c><00:30:06.000><c> of</c><00:30:06.159><c> it</c><00:30:06.240><c> but</c><00:30:06.320><c> that</c>
_K5qApskPdQ.en.v,1308,00:30:06:11,00:30:06:12,"00:30:06,470","00:30:06,480",i don't know what to make of it but that
_K5qApskPdQ.en.v,1309,00:30:06:12,00:30:08:09,"00:30:06,480","00:30:08,389",i don't know what to make of it but that was<00:30:06.840><c> fun</c>
_K5qApskPdQ.en.v,1310,00:30:08:09,00:30:08:09,"00:30:08,389","00:30:08,399",was fun
_K5qApskPdQ.en.v,1311,00:30:08:09,00:30:10:05,"00:30:08,399","00:30:10,230",was fun i<00:30:08.640><c> i</c><00:30:08.720><c> did</c><00:30:08.960><c> pretty</c><00:30:09.120><c> good</c><00:30:09.279><c> 72</c><00:30:09.679><c> i</c><00:30:09.760><c> beat</c><00:30:09.919><c> all</c><00:30:10.000><c> their</c>
_K5qApskPdQ.en.v,1312,00:30:10:05,00:30:10:06,"00:30:10,230","00:30:10,240",i i did pretty good 72 i beat all their
_K5qApskPdQ.en.v,1313,00:30:10:06,00:30:11:01,"00:30:10,240","00:30:11,040",i i did pretty good 72 i beat all their team
_K5qApskPdQ.en.v,1314,00:30:11:01,00:30:11:01,"00:30:11,040","00:30:11,050",team
_K5qApskPdQ.en.v,1315,00:30:11:01,00:30:12:13,"00:30:11,050","00:30:12,549",team [Music]
_K5qApskPdQ.en.v,1316,00:30:12:13,00:30:12:13,"00:30:12,549","00:30:12,559",[Music]
_K5qApskPdQ.en.v,1317,00:30:12:13,00:30:14:23,"00:30:12,559","00:30:14,950",[Music] all<00:30:12.720><c> right</c><00:30:13.200><c> so</c><00:30:13.840><c> uh</c><00:30:14.159><c> let's</c><00:30:14.399><c> go</c><00:30:14.640><c> to</c><00:30:14.720><c> the</c><00:30:14.799><c> main</c>
_K5qApskPdQ.en.v,1318,00:30:14:23,00:30:14:24,"00:30:14,950","00:30:14,960",all right so uh let's go to the main
_K5qApskPdQ.en.v,1319,00:30:14:24,00:30:16:13,"00:30:14,960","00:30:16,549",all right so uh let's go to the main menu<00:30:15.279><c> now</c><00:30:15.440><c> and</c><00:30:15.520><c> see</c><00:30:15.679><c> what</c><00:30:15.840><c> we've</c><00:30:16.080><c> unlocked</c><00:30:16.399><c> for</c>
_K5qApskPdQ.en.v,1320,00:30:16:13,00:30:16:13,"00:30:16,549","00:30:16,559",menu now and see what we've unlocked for
_K5qApskPdQ.en.v,1321,00:30:16:13,00:30:19:08,"00:30:16,559","00:30:19,350",menu now and see what we've unlocked for being<00:30:16.799><c> level</c><00:30:17.039><c> 13.</c>
_K5qApskPdQ.en.v,1322,00:30:19:08,00:30:19:09,"00:30:19,350","00:30:19,360",being level 13.
_K5qApskPdQ.en.v,1323,00:30:19:09,00:30:21:08,"00:30:19,360","00:30:21,350",being level 13. i<00:30:19.600><c> know</c><00:30:19.760><c> that</c><00:30:19.919><c> we</c><00:30:20.000><c> have</c><00:30:20.159><c> the</c><00:30:20.320><c> events</c><00:30:20.720><c> thing</c><00:30:21.120><c> uh</c>
_K5qApskPdQ.en.v,1324,00:30:21:08,00:30:21:09,"00:30:21,350","00:30:21,360",i know that we have the events thing uh
_K5qApskPdQ.en.v,1325,00:30:21:09,00:30:22:21,"00:30:21,360","00:30:22,870",i know that we have the events thing uh the<00:30:21.440><c> daily</c><00:30:21.760><c> missions</c><00:30:22.159><c> we</c><00:30:22.240><c> can</c><00:30:22.399><c> catch</c><00:30:22.640><c> all</c><00:30:22.799><c> of</c>
_K5qApskPdQ.en.v,1326,00:30:22:21,00:30:22:22,"00:30:22,870","00:30:22,880",the daily missions we can catch all of
_K5qApskPdQ.en.v,1327,00:30:22:22,00:30:23:10,"00:30:22,880","00:30:23,430",the daily missions we can catch all of these<00:30:23.200><c> in</c>
_K5qApskPdQ.en.v,1328,00:30:23:10,00:30:23:11,"00:30:23,430","00:30:23,440",these in
_K5qApskPdQ.en.v,1329,00:30:23:11,00:30:30:15,"00:30:23,440","00:30:30,630",these in get<00:30:23.600><c> some</c><00:30:23.840><c> cool</c><00:30:24.080><c> rewards</c>
_K5qApskPdQ.en.v,1330,00:30:30:15,00:30:30:16,"00:30:30,630","00:30:30,640",
_K5qApskPdQ.en.v,1331,00:30:30:16,00:30:33:20,"00:30:30,640","00:30:33,830",and<00:30:30.720><c> then</c><00:30:31.120><c> we</c><00:30:31.279><c> can</c><00:30:31.440><c> also</c><00:30:31.760><c> go</c><00:30:32.000><c> down</c><00:30:33.360><c> here</c><00:30:33.600><c> we</c><00:30:33.760><c> can</c>
_K5qApskPdQ.en.v,1332,00:30:33:20,00:30:33:21,"00:30:33,830","00:30:33,840",and then we can also go down here we can
_K5qApskPdQ.en.v,1333,00:30:33:21,00:30:35:08,"00:30:33,840","00:30:35,350",and then we can also go down here we can claim<00:30:34.080><c> something</c><00:30:34.320><c> here</c><00:30:34.559><c> mercedes</c><00:30:34.960><c> win</c><00:30:35.120><c> two</c>
_K5qApskPdQ.en.v,1334,00:30:35:08,00:30:35:09,"00:30:35,350","00:30:35,360",claim something here mercedes win two
_K5qApskPdQ.en.v,1335,00:30:35:09,00:30:36:03,"00:30:35,360","00:30:36,149",claim something here mercedes win two battles
_K5qApskPdQ.en.v,1336,00:30:36:03,00:30:36:03,"00:30:36,149","00:30:36,159",battles
_K5qApskPdQ.en.v,1337,00:30:36:03,00:30:38:23,"00:30:36,159","00:30:38,950",battles got<00:30:36.320><c> some</c><00:30:36.559><c> pants</c><00:30:36.880><c> intense</c><00:30:37.279><c> battle</c><00:30:37.600><c> training</c>
_K5qApskPdQ.en.v,1338,00:30:38:23,00:30:38:24,"00:30:38,950","00:30:38,960",got some pants intense battle training
_K5qApskPdQ.en.v,1339,00:30:38:24,00:30:41:06,"00:30:38,960","00:30:41,269",got some pants intense battle training uh<00:30:39.360><c> that's</c><00:30:39.679><c> pretty</c><00:30:39.919><c> cool</c>
_K5qApskPdQ.en.v,1340,00:30:41:06,00:30:41:06,"00:30:41,269","00:30:41,279",uh that's pretty cool
_K5qApskPdQ.en.v,1341,00:30:41:06,00:30:42:21,"00:30:41,279","00:30:42,870",uh that's pretty cool i<00:30:41.520><c> don't</c><00:30:41.679><c> i</c><00:30:41.840><c> haven't</c><00:30:42.080><c> seen</c><00:30:42.240><c> this</c><00:30:42.399><c> is</c><00:30:42.559><c> a</c><00:30:42.640><c> new</c>
_K5qApskPdQ.en.v,1342,00:30:42:21,00:30:42:22,"00:30:42,870","00:30:42,880",i don't i haven't seen this is a new
_K5qApskPdQ.en.v,1343,00:30:42:22,00:30:44:07,"00:30:42,880","00:30:44,310",i don't i haven't seen this is a new event<00:30:43.200><c> i</c><00:30:43.279><c> guess</c>
_K5qApskPdQ.en.v,1344,00:30:44:07,00:30:44:08,"00:30:44,310","00:30:44,320",event i guess
_K5qApskPdQ.en.v,1345,00:30:44:08,00:30:48:09,"00:30:44,320","00:30:48,389",event i guess anything<00:30:44.720><c> else</c><00:30:46.240><c> uh</c><00:30:46.640><c> battle</c><00:30:47.039><c> pass</c><00:30:47.440><c> wise</c><00:30:47.919><c> we</c><00:30:48.080><c> can</c>
_K5qApskPdQ.en.v,1346,00:30:48:09,00:30:48:09,"00:30:48,389","00:30:48,399",anything else uh battle pass wise we can
_K5qApskPdQ.en.v,1347,00:30:48:09,00:30:51:12,"00:30:48,399","00:30:51,510",anything else uh battle pass wise we can go<00:30:48.840><c> over</c><00:30:49.840><c> uh</c><00:30:50.320><c> missions</c><00:30:50.640><c> we've</c><00:30:50.799><c> done</c><00:30:51.039><c> like</c><00:30:51.200><c> four</c>
_K5qApskPdQ.en.v,1348,00:30:51:12,00:30:51:13,"00:30:51,510","00:30:51,520",go over uh missions we've done like four
_K5qApskPdQ.en.v,1349,00:30:51:13,00:30:52:14,"00:30:51,520","00:30:52,580",go over uh missions we've done like four new<00:30:51.679><c> missions</c>
_K5qApskPdQ.en.v,1350,00:30:52:14,00:30:52:14,"00:30:52,580","00:30:52,590",new missions
_K5qApskPdQ.en.v,1351,00:30:52:14,00:30:54:17,"00:30:52,590","00:30:54,710",new missions [Music]
_K5qApskPdQ.en.v,1352,00:30:54:17,00:30:54:18,"00:30:54,710","00:30:54,720",[Music]
_K5qApskPdQ.en.v,1353,00:30:54:18,00:30:58:21,"00:30:54,720","00:30:58,870",[Music] these<00:30:54.960><c> are</c><00:30:55.039><c> dailies</c><00:30:55.520><c> in</c><00:30:55.600><c> week</c><00:30:55.840><c> threes</c>
_K5qApskPdQ.en.v,1354,00:30:58:21,00:30:58:22,"00:30:58,870","00:30:58,880",
_K5qApskPdQ.en.v,1355,00:30:58:22,00:31:00:17,"00:30:58,880","00:31:00,710",and<00:30:59.039><c> then</c><00:30:59.279><c> reward</c><00:30:59.760><c> wise</c><00:31:00.080><c> we</c><00:31:00.240><c> can</c><00:31:00.320><c> claim</c><00:31:00.559><c> all</c>
_K5qApskPdQ.en.v,1356,00:31:00:17,00:31:00:18,"00:31:00,710","00:31:00,720",and then reward wise we can claim all
_K5qApskPdQ.en.v,1357,00:31:00:18,00:31:02:03,"00:31:00,720","00:31:02,149",and then reward wise we can claim all see<00:31:00.880><c> what</c><00:31:01.039><c> we</c><00:31:01.200><c> get</c><00:31:01.760><c> and</c>
_K5qApskPdQ.en.v,1358,00:31:02:03,00:31:02:03,"00:31:02,149","00:31:02,159",see what we get and
_K5qApskPdQ.en.v,1359,00:31:02:03,00:31:05:02,"00:31:02,159","00:31:05,110",see what we get and i've<00:31:02.240><c> got</c><00:31:02.399><c> a</c><00:31:02.480><c> new</c><00:31:02.840><c> shirt</c><00:31:04.159><c> uh</c><00:31:04.559><c> challenge</c><00:31:04.960><c> so</c>
_K5qApskPdQ.en.v,1360,00:31:05:02,00:31:05:03,"00:31:05,110","00:31:05,120",i've got a new shirt uh challenge so
_K5qApskPdQ.en.v,1361,00:31:05:03,00:31:05:24,"00:31:05,120","00:31:05,990",i've got a new shirt uh challenge so this<00:31:05.279><c> is</c><00:31:05.360><c> where</c><00:31:05.519><c> we</c><00:31:05.679><c> get</c>
_K5qApskPdQ.en.v,1362,00:31:05:24,00:31:06:00,"00:31:05,990","00:31:06,000",this is where we get
_K5qApskPdQ.en.v,1363,00:31:06:00,00:31:09:08,"00:31:06,000","00:31:09,350",this is where we get everything<00:31:06.399><c> done</c><00:31:06.720><c> finally</c><00:31:08.799><c> claim</c><00:31:09.039><c> that</c><00:31:09.200><c> we</c>
_K5qApskPdQ.en.v,1364,00:31:09:08,00:31:09:09,"00:31:09,350","00:31:09,360",everything done finally claim that we
_K5qApskPdQ.en.v,1365,00:31:09:09,00:31:09:24,"00:31:09,360","00:31:09,990",everything done finally claim that we got<00:31:09.519><c> a</c>
_K5qApskPdQ.en.v,1366,00:31:09:24,00:31:10:00,"00:31:09,990","00:31:10,000",got a
_K5qApskPdQ.en.v,1367,00:31:10:00,00:31:13:02,"00:31:10,000","00:31:13,110",got a vest<00:31:10.320><c> of</c><00:31:10.399><c> some</c><00:31:10.720><c> sort</c><00:31:12.399><c> oh</c><00:31:12.559><c> yeah</c><00:31:12.799><c> don't</c><00:31:12.880><c> forget</c>
_K5qApskPdQ.en.v,1368,00:31:13:02,00:31:13:03,"00:31:13,110","00:31:13,120",vest of some sort oh yeah don't forget
_K5qApskPdQ.en.v,1369,00:31:13:03,00:31:14:19,"00:31:13,120","00:31:14,789",vest of some sort oh yeah don't forget the<00:31:13.279><c> boots</c>
_K5qApskPdQ.en.v,1370,00:31:14:19,00:31:14:19,"00:31:14,789","00:31:14,799",the boots
_K5qApskPdQ.en.v,1371,00:31:14:19,00:31:17:24,"00:31:14,799","00:31:17,990",the boots claim<00:31:15.039><c> the</c><00:31:15.120><c> boots</c><00:31:16.640><c> gotta</c><00:31:16.880><c> have</c><00:31:16.960><c> those</c><00:31:17.200><c> boots</c>
_K5qApskPdQ.en.v,1372,00:31:17:24,00:31:18:00,"00:31:17,990","00:31:18,000",claim the boots gotta have those boots
_K5qApskPdQ.en.v,1373,00:31:18:00,00:31:19:20,"00:31:18,000","00:31:19,830",claim the boots gotta have those boots i<00:31:18.159><c> haven't</c><00:31:18.320><c> customized</c><00:31:18.720><c> my</c><00:31:18.880><c> character</c><00:31:19.120><c> at</c><00:31:19.279><c> all</c>
_K5qApskPdQ.en.v,1374,00:31:19:20,00:31:19:21,"00:31:19,830","00:31:19,840",i haven't customized my character at all
_K5qApskPdQ.en.v,1375,00:31:19:21,00:31:21:14,"00:31:19,840","00:31:21,590",i haven't customized my character at all but<00:31:20.000><c> more</c><00:31:20.240><c> importantly</c><00:31:20.720><c> we've</c><00:31:21.039><c> gotten</c>
_K5qApskPdQ.en.v,1376,00:31:21:14,00:31:21:15,"00:31:21,590","00:31:21,600",but more importantly we've gotten
_K5qApskPdQ.en.v,1377,00:31:21:15,00:31:24:01,"00:31:21,600","00:31:24,070",but more importantly we've gotten uh<00:31:22.240><c> this</c><00:31:22.480><c> dude</c><00:31:22.880><c> i'll</c><00:31:22.960><c> showcase</c><00:31:23.440><c> next</c><00:31:23.760><c> week</c>
_K5qApskPdQ.en.v,1378,00:31:24:01,00:31:24:02,"00:31:24,070","00:31:24,080",uh this dude i'll showcase next week
_K5qApskPdQ.en.v,1379,00:31:24:02,00:31:24:19,"00:31:24,080","00:31:24,789",uh this dude i'll showcase next week this<00:31:24.399><c> is</c>
_K5qApskPdQ.en.v,1380,00:31:24:19,00:31:24:19,"00:31:24,789","00:31:24,799",this is
_K5qApskPdQ.en.v,1381,00:31:24:19,00:31:27:24,"00:31:24,799","00:31:27,990",this is uh<00:31:26.559><c> oh</c><00:31:26.720><c> man</c><00:31:27.039><c> how</c><00:31:27.200><c> is</c><00:31:27.360><c> his</c><00:31:27.519><c> name</c>
_K5qApskPdQ.en.v,1382,00:31:27:24,00:31:28:00,"00:31:27,990","00:31:28,000",uh oh man how is his name
_K5qApskPdQ.en.v,1383,00:31:28:00,00:31:30:20,"00:31:28,000","00:31:30,830",uh oh man how is his name slipping<00:31:28.320><c> my</c><00:31:28.480><c> mind</c><00:31:28.960><c> anyway</c><00:31:30.159><c> you</c><00:31:30.320><c> know</c><00:31:30.399><c> who</c><00:31:30.559><c> he</c>
_K5qApskPdQ.en.v,1384,00:31:30:20,00:31:30:21,"00:31:30,830","00:31:30,840",slipping my mind anyway you know who he
_K5qApskPdQ.en.v,1385,00:31:30:21,00:31:33:08,"00:31:30,840","00:31:33,350",slipping my mind anyway you know who he is
_K5qApskPdQ.en.v,1386,00:31:33:08,00:31:33:09,"00:31:33,350","00:31:33,360",is
_K5qApskPdQ.en.v,1387,00:31:33:09,00:31:37:08,"00:31:33,360","00:31:37,350",is who<00:31:33.600><c> is</c><00:31:33.760><c> he</c><00:31:34.399><c> crustle</c><00:31:35.039><c> bustle</c><00:31:35.440><c> what's</c><00:31:35.679><c> his</c><00:31:35.840><c> name</c>
_K5qApskPdQ.en.v,1388,00:31:37:08,00:31:37:09,"00:31:37,350","00:31:37,360",who is he crustle bustle what's his name
_K5qApskPdQ.en.v,1389,00:31:37:09,00:31:39:16,"00:31:37,360","00:31:39,669",who is he crustle bustle what's his name his<00:31:37.600><c> name</c><00:31:37.840><c> is</c><00:31:38.000><c> krussel</c><00:31:38.320><c> yeah</c><00:31:38.559><c> kressel</c><00:31:39.279><c> i</c><00:31:39.440><c> got</c>
_K5qApskPdQ.en.v,1390,00:31:39:16,00:31:39:16,"00:31:39,669","00:31:39,679",his name is krussel yeah kressel i got
_K5qApskPdQ.en.v,1391,00:31:39:16,00:31:40:17,"00:31:39,679","00:31:40,710",his name is krussel yeah kressel i got it<00:31:39.840><c> okay</c>
_K5qApskPdQ.en.v,1392,00:31:40:17,00:31:40:18,"00:31:40,710","00:31:40,720",it okay
_K5qApskPdQ.en.v,1393,00:31:40:18,00:31:42:03,"00:31:40,720","00:31:42,149",it okay so<00:31:40.880><c> yeah</c><00:31:41.039><c> we'll</c><00:31:41.200><c> showcase</c><00:31:41.600><c> crustal</c><00:31:41.919><c> next</c>
_K5qApskPdQ.en.v,1394,00:31:42:03,00:31:42:03,"00:31:42,149","00:31:42,159",so yeah we'll showcase crustal next
_K5qApskPdQ.en.v,1395,00:31:42:03,00:31:43:18,"00:31:42,159","00:31:43,750",so yeah we'll showcase crustal next episode<00:31:42.480><c> since</c><00:31:42.640><c> we</c><00:31:42.799><c> unlocked</c><00:31:43.200><c> them</c><00:31:43.440><c> we</c><00:31:43.600><c> get</c>
_K5qApskPdQ.en.v,1396,00:31:43:18,00:31:43:19,"00:31:43,750","00:31:43,760",episode since we unlocked them we get
_K5qApskPdQ.en.v,1397,00:31:43:19,00:31:44:23,"00:31:43,760","00:31:44,950",episode since we unlocked them we get this<00:31:43.919><c> method</c><00:31:44.240><c> and</c><00:31:44.320><c> we're</c><00:31:44.480><c> still</c><00:31:44.720><c> you</c><00:31:44.799><c> know</c>
_K5qApskPdQ.en.v,1398,00:31:44:23,00:31:44:24,"00:31:44,950","00:31:44,960",this method and we're still you know
_K5qApskPdQ.en.v,1399,00:31:44:24,00:31:46:19,"00:31:44,960","00:31:46,789",this method and we're still you know kind<00:31:45.120><c> of</c><00:31:45.279><c> just</c><00:31:45.440><c> doing</c><00:31:45.840><c> episodes</c>
_K5qApskPdQ.en.v,1400,00:31:46:19,00:31:46:19,"00:31:46,789","00:31:46,799",kind of just doing episodes
_K5qApskPdQ.en.v,1401,00:31:46:19,00:31:48:03,"00:31:46,799","00:31:48,149",kind of just doing episodes trying<00:31:46.960><c> to</c><00:31:47.120><c> do</c><00:31:47.279><c> it</c><00:31:47.360><c> each</c><00:31:47.519><c> day</c><00:31:47.679><c> showcasing</c>
_K5qApskPdQ.en.v,1402,00:31:48:03,00:31:48:03,"00:31:48,149","00:31:48,159",trying to do it each day showcasing
_K5qApskPdQ.en.v,1403,00:31:48:03,00:31:49:04,"00:31:48,159","00:31:49,190",trying to do it each day showcasing these<00:31:48.240><c> different</c><00:31:48.480><c> pokemon</c><00:31:48.880><c> we're</c><00:31:49.039><c> running</c>
_K5qApskPdQ.en.v,1404,00:31:49:04,00:31:49:05,"00:31:49,190","00:31:49,200",these different pokemon we're running
